game_id,stint_num,period,start_clock,end_clock,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,possessions,home_points,away_points,start_margin,end_margin
18446910,1,1,12:00,7:58,,,,,,,,,,,10,0,0,0,0
18446910,2,1,7:58,7:58,,,,,,,,,,,0,0,0,0,0
18446910,3,1,7:58,6:19,,,,,,,,,,,2,0,0,0,0
18446910,4,1,6:19,6:19,,,,,,,,,,,0,0,0,0,0
18446910,5,1,6:19,4:00,,,,,,,,,,,5,0,0,0,0
18446910,6,1,4:00,4:00,,,,,,,,,,,0,0,0,0,0
18446910,7,1,4:00,4:00,,,,,,,,,,,0,0,0,0,0
18446910,8,1,4:00,4:00,,,,,,,,,,,0,0,0,0,0
18446910,9,1,4:00,2:40,,,,,,,,,,,6,0,0,0,0
18446910,10,1,2:40,2:40,,,,,,,,,,,0,0,0,0,0
18446910,11,1,2:40,2:02,,,,,,,,,,,2,0,0,0,0
18446910,12,1,2:02,1:05,,,,,,,,,,,2,0,0,0,0
18446910,13,1,1:05,1:05,,,,,,,,,,,0,0,0,0,0
18446910,14,1,1:05,1.9,,,,,,,,,,,3,0,0,0,0
18446910,15,1,1.9,12:00,,,,,,,,,,,0,0,0,0,0
18446910,16,2,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446910,17,2,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446910,18,2,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446910,19,2,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446910,20,2,12:00,9:11,,,,,,,,,,,4,0,0,0,0
18446910,21,2,9:11,8:48,,,,,,,,,,,0,0,0,0,0
18446910,22,2,8:48,7:33,,,,,,,,,,,3,0,0,0,0
18446910,23,2,7:33,7:33,,,,,,,,,,,0,0,0,0,0
18446910,24,2,7:33,7:14,,,,,,,,,,,0,0,0,0,0
18446910,25,2,7:14,5:14,,,,,,,,,,,4,0,0,0,0
18446910,26,2,5:14,5:14,,,,,,,,,,,0,0,0,0,0
18446910,27,2,5:14,5:14,,,,,,,,,,,0,0,0,0,0
18446910,28,2,5:14,5:14,,,,,,,,,,,1,0,0,0,0
18446910,29,2,5:14,5:14,,,,,,,,,,,0,0,0,0,0
18446910,30,2,5:14,3:23,,,,,,,,,,,6,0,0,0,0
18446910,31,2,3:23,2:34,,,,,,,,,,,2,0,0,0,0
18446910,32,2,2:34,2:34,,,,,,,,,,,0,0,0,0,0
18446910,33,2,2:34,1:38,,,,,,,,,,,2,0,0,0,0
18446910,34,2,1:38,12:00,,,,,,,,,,,1,0,0,0,0
18446910,35,3,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446910,36,3,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446910,37,3,12:00,11:21,,,,,,,,,,,2,0,0,0,0
18446910,38,3,11:21,8:56,,,,,,,,,,,3,0,0,0,0
18446910,39,3,8:56,7:39,,,,,,,,,,,0,0,0,0,0
18446910,40,3,7:39,7:39,,,,,,,,,,,0,0,0,0,0
18446910,41,3,7:39,7:39,,,,,,,,,,,0,0,0,0,0
18446910,42,3,7:39,6:04,,,,,,,,,,,2,0,0,0,0
18446910,43,3,6:04,6:04,,,,,,,,,,,0,0,0,0,0
18446910,44,3,6:04,6:04,,,,,,,,,,,0,0,0,0,0
18446910,45,3,6:04,3:45,,,,,,,,,,,3,0,0,0,0
18446910,46,3,3:45,3:45,,,,,,,,,,,0,0,0,0,0
18446910,47,3,3:45,3:11,,,,,,,,,,,1,0,0,0,0
18446910,48,3,3:11,3:11,,,,,,,,,,,0,0,0,0,0
18446910,49,3,3:11,3:11,,,,,,,,,,,0,0,0,0,0
