game_id,stint_num,period,start_clock,end_clock,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,possessions,home_points,away_points,start_margin,end_margin
18446827,1,1,12:00,9:56,,,,,,,,,,,2,0,0,0,0
18446827,2,1,9:56,8:09,,,,,,,,,,,4,0,0,0,0
18446827,3,1,8:09,5:49,,,,,,,,,,,3,0,0,0,0
18446827,4,1,5:49,5:49,,,,,,,,,,,0,0,0,0,0
18446827,5,1,5:49,4:49,,,,,,,,,,,2,0,0,0,0
18446827,6,1,4:49,4:49,,,,,,,,,,,0,0,0,0,0
18446827,7,1,4:49,3:21,,,,,,,,,,,3,0,0,0,0
18446827,8,1,3:21,3:21,,,,,,,,,,,0,0,0,0,0
18446827,9,1,3:21,3:21,,,,,,,,,,,0,0,0,0,0
18446827,10,1,3:21,2:49,,,,,,,,,,,3,0,0,0,0
18446827,11,1,2:49,2:00,,,,,,,,,,,2,0,0,0,0
18446827,12,1,2:00,12:00,,,,,,,,,,,5,0,0,0,0
18446827,13,2,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,14,2,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,15,2,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,16,2,12:00,10:26,,,,,,,,,,,3,0,0,0,0
18446827,17,2,10:26,10:05,,,,,,,,,,,0,0,0,0,0
18446827,18,2,10:05,9:16,,,,,,,,,,,3,0,0,0,0
18446827,19,2,9:16,9:16,,,,,,,,,,,0,0,0,0,0
18446827,20,2,9:16,8:07,,,,,,,,,,,3,0,0,0,0
18446827,21,2,8:07,7:37,,,,,,,,,,,2,0,0,0,0
18446827,22,2,7:37,6:21,,,,,,,,,,,4,0,0,0,0
18446827,23,2,6:21,6:21,,,,,,,,,,,0,0,0,0,0
18446827,24,2,6:21,5:27,,,,,,,,,,,1,0,0,0,0
18446827,25,2,5:27,5:07,,,,,,,,,,,0,0,0,0,0
18446827,26,2,5:07,5:07,,,,,,,,,,,0,0,0,0,0
18446827,27,2,5:07,3:51,,,,,,,,,,,3,0,0,0,0
18446827,28,2,3:51,3:51,,,,,,,,,,,0,0,0,0,0
18446827,29,2,3:51,3:41,,,,,,,,,,,0,0,0,0,0
18446827,30,2,3:41,1:49,,,,,,,,,,,4,0,0,0,0
18446827,31,2,1:49,1:11,,,,,,,,,,,4,0,0,0,0
18446827,32,2,1:11,12:00,,,,,,,,,,,3,0,0,0,0
18446827,33,3,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,34,3,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,35,3,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,36,3,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,37,3,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,38,3,12:00,9:17,,,,,,,,,,,4,0,0,0,0
18446827,39,3,9:17,7:53,,,,,,,,,,,4,0,0,0,0
18446827,40,3,7:53,7:53,,,,,,,,,,,0,0,0,0,0
18446827,41,3,7:53,7:12,,,,,,,,,,,2,0,0,0,0
18446827,42,3,7:12,6:55,,,,,,,,,,,1,0,0,0,0
18446827,43,3,6:55,5:55,,,,,,,,,,,4,0,0,0,0
18446827,44,3,5:55,5:55,,,,,,,,,,,0,0,0,0,0
18446827,45,3,5:55,4:15,,,,,,,,,,,4,0,0,0,0
18446827,46,3,4:15,4:15,,,,,,,,,,,0,0,0,0,0
18446827,47,3,4:15,3:42,,,,,,,,,,,1,0,0,0,0
18446827,48,3,3:42,1:24,,,,,,,,,,,5,0,0,0,0
18446827,49,3,1:24,1:24,,,,,,,,,,,0,0,0,0,0
18446827,50,3,1:24,27.0,,,,,,,,,,,2,0,0,0,0
18446827,51,3,27.0,12:00,,,,,,,,,,,0,0,0,0,0
18446827,52,4,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,53,4,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,54,4,12:00,12:00,,,,,,,,,,,0,0,0,0,0
18446827,55,4,12:00,10:57,,,,,,,,,,,4,0,0,0,0
18446827,56,4,10:57,10:57,,,,,,,,,,,0,0,0,0,0
18446827,57,4,10:57,10:21,,,,,,,,,,,1,0,0,0,0
18446827,58,4,10:21,9:15,,,,,,,,,,,2,0,0,0,0
18446827,59,4,9:15,9:01,,,,,,,,,,,0,0,0,0,0
18446827,60,4,9:01,9:01,,,,,,,,,,,0,0,0,0,0
18446827,61,4,9:01,8:34,,,,,,,,,,,3,0,0,0,0
18446827,62,4,8:34,8:34,,,,,,,,,,,0,0,0,0,0
18446827,63,4,8:34,7:19,,,,,,,,,,,1,0,0,0,0
18446827,64,4,7:19,7:19,,,,,,,,,,,0,0,0,0,0
18446827,65,4,7:19,7:19,,,,,,,,,,,0,0,0,0,0
18446827,66,4,7:19,5:08,,,,,,,,,,,4,0,0,0,0
18446827,67,4,5:08,5:08,,,,,,,,,,,0,0,0,0,0
18446827,68,4,5:08,5:08,,,,,,,,,,,0,0,0,0,0
18446827,69,4,5:08,5:08,,,,,,,,,,,0,0,0,0,0
18446827,70,4,5:08,5:08,,,,,,,,,,,0,0,0,0,0
18446827,71,4,5:08,3:39,,,,,,,,,,,2,0,0,0,0
18446827,72,4,3:39,1:31,,,,,,,,,,,2,0,0,0,0
18446827,73,4,1:31,1:31,,,,,,,,,,,0,0,0,0,0
18446827,74,4,1:31,13.8,,,,,,,,,,,4,0,0,0,0
18446827,75,4,13.8,13.8,,,,,,,,,,,0,0,0,0,0
18446827,76,4,13.8,3.1,,,,,,,,,,,1,0,0,0,0
18446827,77,4,3.1,0.0,,,,,,,,,,,0,0,0,0,0
18446847,1,1,12:00,8:28,,,,,,,,,,,10,0,0,0,0
