game_id,date,datetime,season,status,period,time,postseason,postponed,ist_stage,home_team_id,home_team_abbr,home_team_name,home_score,home_q1,home_q2,home_q3,home_q4,home_ot1,home_ot2,home_ot3,home_timeouts,home_in_bonus,visitor_team_id,visitor_team_abbr,visitor_team_name,visitor_score,visitor_q1,visitor_q2,visitor_q3,visitor_q4,visitor_ot1,visitor_ot2,visitor_ot3,visitor_timeouts,visitor_in_bonus
18447438,2026-01-21,2026-01-22T00:00:00.000Z,2025,Final,4,Final,False,False,,4,CHA,Charlotte Hornets,87,20,12,32,23,,,,0,True,6,CLE,Cleveland Cavaliers,94,33,23,20,18,,,,1,True
18447439,2026-01-21,2026-01-22T00:30:00.000Z,2025,Final,4,Final,False,False,,2,BOS,Boston Celtics,119,30,36,25,28,,,,2,False,12,IND,Indiana Pacers,104,20,26,32,26,,,,0,False
18447440,2026-01-21,2026-01-22T00:30:00.000Z,2025,Final,4,Final,False,False,,20,NYK,New York Knicks,120,38,22,28,32,,,,3,False,3,BKN,Brooklyn Nets,66,20,18,18,10,,,,1,False
18447441,2026-01-21,2026-01-22T01:00:00.000Z,2025,Final,4,Final,False,False,,15,MEM,Memphis Grizzlies,122,32,27,36,27,,,,2,True,1,ATL,Atlanta Hawks,124,31,35,28,30,,,,1,True
18447442,2026-01-21,2026-01-22T01:00:00.000Z,2025,Final,4,Final,False,False,,19,NOP,New Orleans Pelicans,104,30,32,22,20,,,,2,False,9,DET,Detroit Pistons,112,34,34,21,23,,,,2,True
18447443,2026-01-21,2026-01-22T02:30:00.000Z,2025,Final,4,Final,False,False,,17,MIL,Milwaukee Bucks,102,18,33,26,25,,,,2,False,21,OKC,Oklahoma City Thunder,122,38,31,30,23,,,,2,False
18447444,2026-01-21,2026-01-22T03:00:00.000Z,2025,Final,4,Final,False,False,,26,SAC,Sacramento Kings,109,30,31,21,27,,,,2,True,28,TOR,Toronto Raptors,122,26,26,43,27,,,,0,False
18447445,2026-01-22,2026-01-23T00:00:00.000Z,2025,Final,4,Final,False,False,,22,ORL,Orlando Magic,97,20,21,26,30,,,,2,False,4,CHA,Charlotte Hornets,124,35,27,35,27,,,,2,True
18447446,2026-01-22,2026-01-23T00:00:00.000Z,2025,Final,5,Final,False,False,,23,PHI,Philadelphia 76ers,128,32,36,22,25,13.0,,,2,True,11,HOU,Houston Rockets,122,34,27,27,27,7.0,,,2,False
18447447,2026-01-22,2026-01-23T00:00:00.000Z,2025,Final,4,Final,False,False,,30,WAS,Washington Wizards,97,23,23,29,22,,,,0,False,8,DEN,Denver Nuggets,107,27,21,33,26,,,,2,True
18447448,2026-01-22,2026-01-23T00:30:00.000Z,2025,Final,4,Final,False,False,,7,DAL,Dallas Mavericks,123,24,31,29,39,,,,1,True,10,GSW,Golden State Warriors,115,27,23,39,26,,,,2,False
18447449,2026-01-22,2026-01-23T01:00:00.000Z,2025,Final,4,Final,False,False,,18,MIN,Minnesota Timberwolves,115,32,29,29,25,,,,0,False,5,CHI,Chicago Bulls,120,26,34,33,27,,,,1,True
18447450,2026-01-22,2026-01-23T02:00:00.000Z,2025,Final,4,Final,False,False,,29,UTA,Utah Jazz,109,31,22,39,17,,,,2,False,27,SAS,San Antonio Spurs,126,31,34,32,29,,,,2,False
18447451,2026-01-22,2026-01-23T03:00:00.000Z,2025,Final,4,Final,False,False,,13,LAC,LA Clippers,112,36,28,22,26,,,,0,True,14,LAL,Los Angeles Lakers,104,29,18,25,32,,,,1,False
18447452,2026-01-22,2026-01-23T03:00:00.000Z,2025,Final,4,Final,False,False,,25,POR,Portland Trail Blazers,127,38,26,39,24,,,,2,False,16,MIA,Miami Heat,110,31,32,29,18,,,,1,False
18447453,2026-01-23,2026-01-24T00:00:00.000Z,2025,Final,4,Final,False,False,,9,DET,Detroit Pistons,104,20,32,20,32,,,,0,True,11,HOU,Houston Rockets,111,28,24,34,25,,,,0,True
18447454,2026-01-23,2026-01-24T00:30:00.000Z,2025,Final,4,Final,False,False,,1,ATL,Atlanta Hawks,110,27,37,20,26,,,,2,True,24,PHX,Phoenix Suns,103,31,28,32,12,,,,1,False
18447455,2026-01-23,2026-01-24T00:30:00.000Z,2025,Final,6,Final,False,False,,3,BKN,Brooklyn Nets,126,28,27,26,23,14.0,8.0,,1,False,2,BOS,Boston Celtics,130,28,21,29,26,14.0,12.0,,2,False
18447456,2026-01-23,2026-01-24T00:30:00.000Z,2025,Final,4,Final,False,False,,6,CLE,Cleveland Cavaliers,123,35,33,34,21,,,,2,True,26,SAC,Sacramento Kings,118,35,36,22,25,,,,0,True
18447457,2026-01-23,2026-01-24T01:00:00.000Z,2025,Final,4,Final,False,False,,15,MEM,Memphis Grizzlies,127,30,35,36,26,,,,0,False,19,NOP,New Orleans Pelicans,133,30,30,33,40,,,,2,True
18447458,2026-01-23,2026-01-24T02:30:00.000Z,2025,Final,4,Final,False,False,,17,MIL,Milwaukee Bucks,100,21,21,21,37,,,,0,True,8,DEN,Denver Nuggets,102,21,27,30,24,,,,0,True
18447459,2026-01-23,2026-01-24T01:00:00.000Z,2025,Final,4,Final,False,False,,21,OKC,Oklahoma City Thunder,114,28,25,32,29,,,,0,True,12,IND,Indiana Pacers,117,39,19,31,28,,,,0,True
18447460,2026-01-23,2026-01-24T03:00:00.000Z,2025,Final,4,Final,False,False,,25,POR,Portland Trail Blazers,98,12,31,31,24,,,,1,False,28,TOR,Toronto Raptors,110,19,31,26,34,,,,1,True
18447461,2026-01-24,2026-01-24T20:00:00.000Z,2025,Final,4,Final,False,False,,23,PHI,Philadelphia 76ers,109,34,30,13,32,,,,0,True,20,NYK,New York Knicks,112,34,26,30,22,,,,0,True
18447463,2026-01-24,2026-01-24T17:00:00.000Z,2025,Final,4,Final,False,False,,4,CHA,Charlotte Hornets,119,35,31,27,26,,,,2,True,30,WAS,Washington Wizards,115,34,24,23,34,,,,0,False
18447464,2026-01-24,2026-01-25T00:00:00.000Z,2025,Final,4,Final,False,False,,22,ORL,Orlando Magic,105,23,25,22,35,,,,2,True,6,CLE,Cleveland Cavaliers,119,25,30,27,37,,,,2,True
18447465,2026-01-24,2026-01-25T01:00:00.000Z,2025,Final,4,Final,False,False,,5,CHI,Chicago Bulls,114,30,22,36,26,,,,1,False,2,BOS,Boston Celtics,111,28,30,27,26,,,,1,False
18447466,2026-01-24,2026-01-25T01:30:00.000Z,2025,Final,4,Final,False,False,,7,DAL,Dallas Mavericks,110,28,24,35,23,,,,1,True,14,LAL,Los Angeles Lakers,116,37,28,14,37,,,,2,True
18447467,2026-01-24,2026-01-25T02:30:00.000Z,2025,Final,4,Final,False,False,,29,UTA,Utah Jazz,116,34,18,37,27,,,,2,True,16,MIA,Miami Heat,147,35,38,35,39,,,,1,True
18447462,2026-01-25,2026-01-25T22:30:00.000Z,2025,Final,4,Final,False,False,,18,MIN,Minnesota Timberwolves,85,19,27,17,22,,,,2,True,10,GSW,Golden State Warriors,111,24,23,38,26,,,,2,True
18447468,2026-01-25,2026-01-25T20:00:00.000Z,2025,Final,4,Final,False,False,,9,DET,Detroit Pistons,139,35,43,35,26,,,,2,True,26,SAC,Sacramento Kings,116,35,30,28,23,,,,0,True
18447471,2026-01-25,2026-01-26T00:00:00.000Z,2025,Final,4,Final,False,False,,21,OKC,Oklahoma City Thunder,101,30,20,31,20,,,,1,False,28,TOR,Toronto Raptors,103,25,29,25,24,,,,1,True
18447472,2026-01-25,2026-01-26T00:00:00.000Z,2025,Final,4,Final,False,False,,27,SAS,San Antonio Spurs,95,28,19,21,27,,,,1,True,19,NOP,New Orleans Pelicans,104,25,31,26,22,,,,2,True
18447473,2026-01-25,2026-01-26T01:00:00.000Z,2025,Final,4,Final,False,False,,24,PHX,Phoenix Suns,102,21,27,29,25,,,,0,True,16,MIA,Miami Heat,111,32,26,24,29,,,,2,False
18447474,2026-01-25,2026-01-26T02:00:00.000Z,2025,Final,4,Final,False,False,,13,LAC,LA Clippers,126,38,30,28,30,,,,2,False,3,BKN,Brooklyn Nets,89,14,23,29,23,,,,2,True
18447475,2026-01-26,2026-01-26T20:00:00.000Z,2025,Final,4,Final,False,False,,4,CHA,Charlotte Hornets,130,28,41,40,21,,,,2,False,23,PHI,Philadelphia 76ers,93,22,22,15,34,,,,2,False
18447476,2026-01-26,2026-01-27T00:00:00.000Z,2025,Final,4,Final,False,False,,6,CLE,Cleveland Cavaliers,114,22,39,30,23,,,,1,True,22,ORL,Orlando Magic,98,32,24,25,17,,,,2,False
18447477,2026-01-26,2026-01-26T18:30:00.000Z,2025,Final,4,Final,False,False,,1,ATL,Atlanta Hawks,132,34,26,35,37,,,,2,False,12,IND,Indiana Pacers,116,38,26,28,24,,,,0,True
18447478,2026-01-26,2026-01-27T01:00:00.000Z,2025,Final,4,Final,False,False,,2,BOS,Boston Celtics,102,32,20,23,27,,,,2,True,25,POR,Portland Trail Blazers,94,11,26,28,29,,,,1,True
18447479,2026-01-26,2026-01-27T01:00:00.000Z,2025,Final,4,Final,False,False,,5,CHI,Chicago Bulls,118,31,25,33,29,,,,2,True,14,LAL,Los Angeles Lakers,129,35,34,35,25,,,,2,True
18447480,2026-01-26,2026-01-27T01:00:00.000Z,2025,Final,4,Final,False,False,,11,HOU,Houston Rockets,108,23,28,25,32,,,,1,True,15,MEM,Memphis Grizzlies,99,24,30,23,22,,,,0,False
18447481,2026-01-26,2026-01-27T02:30:00.000Z,2025,Final,4,Final,False,False,,18,MIN,Minnesota Timberwolves,108,21,32,22,33,,,,2,True,10,GSW,Golden State Warriors,83,20,18,19,26,,,,2,True
18447482,2026-01-27,2026-01-28T00:00:00.000Z,2025,Final,4,Final,False,False,,30,WAS,Washington Wizards,115,26,34,26,29,,,,2,True,25,POR,Portland Trail Blazers,111,28,25,34,24,,,,0,False
18447483,2026-01-27,2026-01-28T00:30:00.000Z,2025,Final,4,Final,False,False,,20,NYK,New York Knicks,103,36,16,20,31,,,,2,False,26,SAC,Sacramento Kings,87,26,25,21,15,,,,0,False
18447484,2026-01-27,2026-01-28T01:00:00.000Z,2025,Final,4,Final,False,False,,23,PHI,Philadelphia 76ers,139,42,29,35,33,,,,2,False,17,MIL,Milwaukee Bucks,122,34,28,33,27,,,,1,False
18447485,2026-01-27,2026-01-28T01:00:00.000Z,2025,Final,4,Final,False,False,,21,OKC,Oklahoma City Thunder,104,17,31,31,25,,,,1,True,19,NOP,New Orleans Pelicans,95,14,32,23,26,,,,1,False
18447486,2026-01-27,2026-01-28T02:00:00.000Z,2025,Final,4,Final,False,False,,8,DEN,Denver Nuggets,107,18,28,26,35,,,,0,True,9,DET,Detroit Pistons,109,31,21,30,27,,,,0,True
18447487,2026-01-27,2026-01-28T02:00:00.000Z,2025,Final,4,Final,False,False,,24,PHX,Phoenix Suns,106,28,32,22,24,,,,2,True,3,BKN,Brooklyn Nets,102,29,22,24,27,,,,0,True
18447488,2026-01-27,2026-01-28T03:00:00.000Z,2025,Final,4,Final,False,False,,29,UTA,Utah Jazz,103,29,25,20,29,,,,2,True,13,LAC,LA Clippers,115,18,35,36,26,,,,2,False
18447489,2026-01-28,2026-01-29T00:00:00.000Z,2025,Final,4,Final,False,False,,6,CLE,Cleveland Cavaliers,129,24,33,42,30,,,,2,False,14,LAL,Los Angeles Lakers,99,28,27,22,22,,,,1,False
18447490,2026-01-28,2026-01-29T00:00:00.000Z,2025,Final,4,Final,False,False,,12,IND,Indiana Pacers,113,24,25,27,37,,,,1,True,5,CHI,Chicago Bulls,110,33,20,32,25,,,,0,False
18447491,2026-01-28,2026-01-29T00:30:00.000Z,2025,Final,4,Final,False,False,,2,BOS,Boston Celtics,106,18,28,30,30,,,,2,False,1,ATL,Atlanta Hawks,117,38,22,27,30,,,,2,False
18447492,2026-01-28,2026-01-29T00:30:00.000Z,2025,Final,4,Final,False,False,,16,MIA,Miami Heat,124,27,41,20,36,,,,0,False,22,ORL,Orlando Magic,133,34,25,40,34,,,,0,True
18447493,2026-01-28,2026-01-29T00:30:00.000Z,2025,Final,4,Final,False,False,,28,TOR,Toronto Raptors,92,28,23,19,22,,,,1,False,20,NYK,New York Knicks,119,18,29,35,37,,,,2,True
18447494,2026-01-28,2026-01-29T01:00:00.000Z,2025,Final,4,Final,False,False,,15,MEM,Memphis Grizzlies,97,28,27,20,22,,,,1,False,4,CHA,Charlotte Hornets,112,36,26,28,22,,,,2,False
18447495,2026-01-28,2026-01-29T01:30:00.000Z,2025,Final,4,Final,False,False,,7,DAL,Dallas Mavericks,105,29,19,27,30,,,,2,True,18,MIN,Minnesota Timberwolves,118,31,27,34,26,,,,2,False
18447496,2026-01-28,2026-01-29T02:00:00.000Z,2025,Final,4,Final,False,False,,29,UTA,Utah Jazz,124,24,31,38,31,,,,2,False,10,GSW,Golden State Warriors,140,34,34,33,39,,,,2,True
18447497,2026-01-28,2026-01-29T02:30:00.000Z,2025,Final,4,Final,False,False,,11,HOU,Houston Rockets,99,36,26,24,13,,,,1,True,27,SAS,San Antonio Spurs,111,26,28,30,27,,,,2,True
18447343,2026-01-29,2026-01-30T01:00:00.000Z,2025,Final,4,Final,False,False,,5,CHI,Chicago Bulls,113,31,20,34,28,,,,0,True,16,MIA,Miami Heat,116,34,28,29,25,,,,0,True
18447498,2026-01-29,2026-01-30T00:00:00.000Z,2025,Final,4,Final,False,False,,23,PHI,Philadelphia 76ers,113,28,32,28,25,,,,1,True,26,SAC,Sacramento Kings,111,25,29,38,19,,,,0,False
18447499,2026-01-29,2026-01-30T00:00:00.000Z,2025,Final,4,Final,False,False,,30,WAS,Washington Wizards,109,25,32,25,27,,,,2,True,17,MIL,Milwaukee Bucks,99,23,20,29,27,,,,1,False
18447500,2026-01-29,2026-01-30T01:00:00.000Z,2025,Final,4,Final,False,False,,1,ATL,Atlanta Hawks,86,23,19,24,20,,,,2,False,11,HOU,Houston Rockets,104,23,20,35,26,,,,2,False
18447501,2026-01-29,2026-01-30T01:30:00.000Z,2025,Final,4,Final,False,False,,7,DAL,Dallas Mavericks,121,20,38,35,28,,,,0,False,4,CHA,Charlotte Hornets,123,33,26,34,30,,,,1,False
18447502,2026-01-29,2026-01-30T02:00:00.000Z,2025,Final,4,Final,False,False,,8,DEN,Denver Nuggets,107,30,34,15,28,,,,0,True,3,BKN,Brooklyn Nets,103,26,23,27,27,,,,0,True
18447503,2026-01-29,2026-01-30T02:00:00.000Z,2025,Final,4,Final,False,False,,24,PHX,Phoenix Suns,114,35,37,21,21,,,,2,False,9,DET,Detroit Pistons,96,31,25,25,15,,,,2,False
18447504,2026-01-29,2026-01-30T02:30:00.000Z,2025,Final,4,Final,False,False,,18,MIN,Minnesota Timberwolves,123,34,29,33,27,,,,2,False,21,OKC,Oklahoma City Thunder,111,22,28,30,31,,,,1,False
18447505,2026-01-30,2026-01-31T00:30:00.000Z,2025,Final,4,Final,False,False,,22,ORL,Orlando Magic,130,29,21,36,44,,,,2,True,28,TOR,Toronto Raptors,120,28,29,42,21,,,,2,True
18447506,2026-01-30,2026-01-31T00:00:00.000Z,2025,Final,4,Final,False,False,,30,WAS,Washington Wizards,111,27,21,36,27,,,,1,False,14,LAL,Los Angeles Lakers,142,41,36,31,34,,,,2,False
18447507,2026-01-30,2026-01-31T00:30:00.000Z,2025,Final,4,Final,False,False,,2,BOS,Boston Celtics,112,40,32,17,23,,,,2,False,26,SAC,Sacramento Kings,93,25,21,20,27,,,,1,False
18447508,2026-01-30,2026-01-31T00:30:00.000Z,2025,Final,4,Final,False,False,,20,NYK,New York Knicks,127,37,22,28,40,,,,3,False,25,POR,Portland Trail Blazers,97,22,27,20,28,,,,2,False
18447509,2026-01-30,2026-01-31T00:30:00.000Z,2025,Final,4,Final,False,False,,19,NOP,New Orleans Pelicans,114,28,30,35,21,,,,1,True,15,MEM,Memphis Grizzlies,106,32,29,15,30,,,,1,False
18447511,2026-01-30,2026-01-31T02:00:00.000Z,2025,Final,4,Final,False,False,,24,PHX,Phoenix Suns,126,26,26,45,29,,,,2,False,6,CLE,Cleveland Cavaliers,113,25,22,32,34,,,,1,True
18447512,2026-01-30,2026-01-31T02:30:00.000Z,2025,Final,4,Final,False,False,,29,UTA,Utah Jazz,99,26,26,29,18,,,,2,False,3,BKN,Brooklyn Nets,109,27,27,29,26,,,,2,True
18447513,2026-01-30,2026-01-31T02:00:00.000Z,2025,Final,4,Final,False,False,,8,DEN,Denver Nuggets,122,35,24,33,30,,,,2,True,13,LAC,LA Clippers,109,27,23,30,29,,,,2,True
18447514,2026-01-30,2026-01-31T03:00:00.000Z,2025,Final,4,Final,False,False,,10,GSW,Golden State Warriors,124,37,27,31,29,,,,1,True,9,DET,Detroit Pistons,131,45,32,31,23,,,,1,True
18447510,2026-01-31,2026-02-01T01:00:00.000Z,2025,Final,4,Final,False,False,,16,MIA,Miami Heat,118,25,38,21,34,,,,0,True,5,CHI,Chicago Bulls,125,31,25,35,34,,,,2,True
18447515,2026-01-31,2026-01-31T17:00:00.000Z,2025,Final,4,Final,False,False,,4,CHA,Charlotte Hornets,111,26,35,24,26,,,,2,True,27,SAS,San Antonio Spurs,106,30,17,28,31,,,,1,True
18447516,2026-01-31,2026-02-01T00:00:00.000Z,2025,Final,4,Final,False,False,,12,IND,Indiana Pacers,129,35,45,23,26,,,,0,True,1,ATL,Atlanta Hawks,124,39,34,27,24,,,,0,True
18447517,2026-01-31,2026-02-01T00:30:00.000Z,2025,Final,4,Final,False,False,,23,PHI,Philadelphia 76ers,124,31,36,20,37,,,,1,True,19,NOP,New Orleans Pelicans,114,33,21,27,33,,,,0,True
18447518,2026-01-31,2026-02-01T01:00:00.000Z,2025,Final,4,Final,False,False,,15,MEM,Memphis Grizzlies,114,21,28,30,35,,,,2,True,18,MIN,Minnesota Timberwolves,131,30,28,39,34,,,,2,False
18447519,2026-01-31,2026-02-01T01:30:00.000Z,2025,Final,4,Final,False,False,,11,HOU,Houston Rockets,111,31,28,28,24,,,,2,False,7,DAL,Dallas Mavericks,107,28,23,31,25,,,,0,True
