lineup_id,game_id,starter,position,player_id,player_name,player_position,jersey_number,team_id,team_abbr
570363,18447402,True,F,666969,Zion Williamson,F,1,19,NOP
570364,18447402,True,F,18677986,Trey Murphy III,F,25,19,NOP
570365,18447402,True,C,1057274415,Derik Queen,C,22,19,NOP
570366,18447402,True,G,3547256,Saddiq Bey,F,41,19,NOP
570367,18447402,True,G,1057267077,Jeremiah Fears,G,0,19,NOP
570368,18447402,True,F,416,Pascal Siakam,F,43,12,IND
570369,18447402,True,C,17896103,Jay Huff,F-C,32,12,IND
570370,18447402,True,G,38017507,Andrew Nembhard,G-F,2,12,IND
570371,18447402,True,G,3547250,Aaron Nesmith,G-F,23,12,IND
570372,18447402,True,G,1028035897,Johnny Furphy,G,12,12,IND
570403,18447403,True,C,9,Jarrett Allen,C,31,6,CLE
570404,18447403,True,C,17896076,Evan Mobley,F-C,4,6,CLE
570405,18447403,True,G,322,Donovan Mitchell,G,45,6,CLE
570406,18447403,True,G,1028028993,Jaylon Tyson,G-F,20,6,CLE
570407,18447403,True,G,56677872,Craig Porter,G,9,6,CLE
570408,18447403,True,F,172,Paul George,F,8,23,PHI
570409,18447403,True,F,38017730,Dominick Barlow,F,25,23,PHI
570410,18447403,True,C,145,Joel Embiid,F-C,21,23,PHI
570411,18447403,True,G,3547254,Tyrese Maxey,G,0,23,PHI
570412,18447403,True,G,1057261935,VJ Edgecombe,G,77,23,PHI
570603,18447402,False,G,56677861,Ben Sheppard,G,26,12,IND
570745,18447402,False,C,1028027567,Yves Missi,C,21,19,NOP
570839,18447402,False,F,56677832,Jarace Walker,F,5,12,IND
570840,18447402,False,C,60,Tony Bradley,C,13,12,IND
570841,18447402,False,G,304,T.J. McConnell,G,9,12,IND
570858,18447402,False,F,1028245777,Karlo Matkovic,F-C,17,19,NOP
570860,18447402,False,G,38017708,Bryce McGowens,G,11,19,NOP
571010,18447403,False,F,666656,De'Andre Hunter,F,12,6,CLE
571011,18447403,False,F,1042560902,Nae'Qwan Tomlin,F,35,6,CLE
571099,18447403,False,G,27,Lonzo Ball,G,2,6,CLE
571105,18447403,False,G,360,Kelly Oubre Jr.,F,9,23,PHI
571106,18447403,False,G,17895858,Quentin Grimes,G,5,23,PHI
571201,18447403,False,F,38017711,Jabari Walker,F,33,23,PHI
571376,18447402,False,G,666848,Jordan Poole,G,3,19,NOP
571571,18447403,False,C,1028034846,Adem Bona,F,30,23,PHI
571758,18447402,False,G,56677837,Jordan Hawkins,G,24,19,NOP
571768,18447402,False,G,44477085,Quenton Jackson,G,29,12,IND
571971,18447401,True,F,3547247,Isaac Okoro,F-G,35,5,CHI
571972,18447401,True,F,1028025177,Matas Buzelis,F,14,5,CHI
571973,18447401,True,C,460,Nikola Vucevic,C,9,5,CHI
571974,18447401,True,G,3547274,Tre Jones,G,30,5,CHI
571975,18447401,True,G,666956,Coby White,G,0,5,CHI
571976,18447401,True,F,375,Michael Porter Jr.,F,17,3,BKN
571977,18447401,True,F,56677843,Noah Clowney,F,21,3,BKN
571978,18447401,True,C,666508,Nicolas Claxton,F-C,33,3,BKN
571979,18447401,True,G,1057279425,Drake Powell,F,4,3,BKN
571980,18447401,True,G,1057266813,Egor Demin,G,8,3,BKN
572112,18447404,True,F,33,Nicolas Batum,F-G,33,13,LAC
572113,18447404,True,C,493,Ivica Zubac,C,40,13,LAC
572114,18447404,True,G,192,James Harden,G,1,13,LAC
572115,18447404,True,G,139,Kris Dunn,G,8,13,LAC
572116,18447404,True,G,1057396055,Kobe Sanders,G,4,13,LAC
572117,18447404,True,F,227,Brandon Ingram,F,3,28,TOR
572118,18447404,True,F,17896055,Scottie Barnes,G-F,4,28,TOR
572119,18447404,True,F,1057268940,Collin Murray-Boyles,F,12,28,TOR
572120,18447404,True,G,38017620,Ochai Agbaji,G,30,28,TOR
572121,18447404,True,G,1028038426,Jamal Shead,G,23,28,TOR
572274,18447403,False,G,1057395754,Tyrese Proctor,G,24,6,CLE
572647,18447401,False,F,3547264,Jalen Smith,F-C,25,5,CHI
572648,18447401,False,G,17895983,Ayo Dosunmu,G,11,5,CHI
573254,18447401,False,G,17896048,Cam Thomas,G,24,3,BKN
573303,18447404,False,F,17896059,Sandro Mamukelashvili,F,54,28,TOR
573484,18447404,False,G,56677856,Jordan Miller,G,22,13,LAC
573673,18447404,False,C,283,Brook Lopez,C,11,13,LAC
573681,18447404,False,G,56677828,Gradey Dick,G,1,28,TOR
573948,18447401,False,F,3547248,Patrick Williams,F,44,5,CHI
573949,18447401,False,G,221,Kevin Huerter,G,13,5,CHI
