stat_id,player_id,player_first_name,player_last_name,player_name,player_position,team_id,team_abbr,team_name,game_id,game_date,pie,pace,assist_percentage,assist_ratio,assist_to_turnover,defensive_rating,defensive_rebound_percentage,effective_field_goal_percentage,net_rating,offensive_rating,offensive_rebound_percentage,rebound_percentage,true_shooting_percentage,turnover_ratio,usage_percentage
6894074,38017721,Peyton,Watson,Peyton Watson,G,8,DEN,Denver Nuggets,18447321,2026-01-05,0.129,92.82,0.143,14.3,0.67,118.6,0.146,0.615,3.7,122.4,0.0,0.086,0.69,21.4,0.255
6894075,1028026514,DaRon,Holmes II,DaRon Holmes II,F,8,DEN,Denver Nuggets,18447321,2026-01-05,0.01,89.0,0.211,40.0,2.0,130.8,0.045,0.25,7.7,138.5,0.0,0.028,0.25,20.0,0.146
6894076,56677582,Jalen,Pickett,Jalen Pickett,G,8,DEN,Denver Nuggets,18447321,2026-01-05,0.138,89.96,0.28,22.6,1.75,119.0,0.089,0.725,9.2,128.2,0.033,0.067,0.725,12.9,0.279
6894077,69,Bruce,Brown,Bruce Brown,G,8,DEN,Denver Nuggets,18447321,2026-01-05,0.112,92.71,0.083,12.5,0.0,123.4,0.1,0.615,-7.4,116.0,0.065,0.085,0.644,0.0,0.167
6894078,3547268,Zeke,Nnaji,Zeke Nnaji,F-C,8,DEN,Denver Nuggets,18447321,2026-01-05,0.192,95.35,0.063,6.3,0.5,114.1,0.176,0.818,-1.4,112.7,0.074,0.131,0.823,12.5,0.208
6894079,1057846921,Curtis,Jones,Curtis Jones,G,8,DEN,Denver Nuggets,18447321,2026-01-05,-0.069,103.27,0.0,0.0,0.0,100.0,0.1,0.0,-5.6,94.4,0.0,0.05,0.0,0.0,0.1
6894080,56677776,Julian,Strawther,Julian Strawther,G,8,DEN,Denver Nuggets,18447321,2026-01-05,0.094,99.96,0.5,38.5,5.0,124.2,0.2,0.4,-8.1,116.1,0.067,0.133,0.444,7.7,0.222
6894081,56677871,Hunter,Tyson,Hunter Tyson,F,8,DEN,Denver Nuggets,18447321,2026-01-05,0.128,97.9,0.077,10.0,1.0,127.5,0.143,0.714,8.4,135.9,0.0,0.086,0.799,10.0,0.209
6894082,38017709,Christian,Braun,Christian Braun,G,8,DEN,Denver Nuggets,18447321,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894083,177,Aaron,Gordon,Aaron Gordon,F,8,DEN,Denver Nuggets,18447321,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894084,172,Paul,George,Paul George,F,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.042,92.93,0.143,23.1,0.0,127.0,0.083,0.4,-27.0,100.0,0.0,0.033,0.4,0.0,0.137
6894085,38017730,Dominick,Barlow,Dominick Barlow,F,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.029,85.6,0.0,0.0,0.0,147.8,0.167,0.417,-25.1,122.7,0.077,0.105,0.466,0.0,0.214
6894086,145,Joel,Embiid,Joel Embiid,F-C,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.147,91.09,0.087,6.3,0.33,121.3,0.138,0.614,7.2,128.6,0.146,0.143,0.661,18.8,0.313
6894087,1057261935,VJ,Edgecombe,VJ Edgecombe,G,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.121,92.66,0.31,31.0,3.0,127.5,0.194,0.5,-10.2,117.3,0.044,0.105,0.5,10.3,0.206
6894088,3547254,Tyrese,Maxey,Tyrese Maxey,G,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.155,91.61,0.214,19.4,6.0,120.7,0.171,0.545,-1.1,119.5,0.0,0.072,0.568,3.2,0.236
6894089,17895858,Quentin,Grimes,Quentin Grimes,G,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.068,95.07,0.063,13.3,1.0,114.3,0.114,0.688,7.0,121.3,0.0,0.052,0.752,13.3,0.137
6894090,38017711,Jabari,Walker,Jabari Walker,F,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.137,101.67,0.0,0.0,0.0,104.3,0.154,0.75,30.3,134.6,0.182,0.167,0.75,0.0,0.129
6894091,1028027372,Jared,McCain,Jared McCain,G,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.035,100.02,0.222,44.4,4.0,110.3,0.0,0.375,15.4,125.6,0.0,0.0,0.375,11.1,0.109
6894092,1028034846,Adem,Bona,Adem Bona,F,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.078,94.53,0.133,25.0,2.0,126.1,0.188,0.8,-7.9,118.2,0.12,0.146,0.735,12.5,0.118
6894093,137,Andre,Drummond,Andre Drummond,C,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894094,1028214238,Justin,Edwards,Justin Edwards,F,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894095,178,Eric,Gordon,Eric Gordon,G,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894096,286,Kyle,Lowry,Kyle Lowry,G,23,PHI,Philadelphia 76ers,18447321,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894329,79,Jimmy,Butler,Jimmy Butler,G-F,10,GSW,Golden State Warriors,18447322,2026-01-05,0.162,100.55,0.125,8.0,1.0,97.1,0.033,0.469,1.5,98.6,0.111,0.08,0.576,8.0,0.277
6894330,185,Draymond,Green,Draymond Green,F,10,GSW,Golden State Warriors,18447322,2026-01-05,0.124,99.92,0.444,54.5,12.0,90.8,0.129,0.25,18.1,108.8,0.027,0.074,0.338,4.5,0.13
6894331,1028047928,Quinten,Post,Quinten Post,C,10,GSW,Golden State Warriors,18447322,2026-01-05,0.1,109.15,0.0,0.0,0.0,96.4,0.25,0.625,-20.6,75.9,0.0,0.065,0.625,0.0,0.111
6894332,17553992,Moses,Moody,Moses Moody,G,10,GSW,Golden State Warriors,18447322,2026-01-05,0.039,101.34,0.067,12.5,1.0,90.2,0.063,0.2,7.3,97.5,0.037,0.047,0.34,12.5,0.146
6894333,115,Stephen,Curry,Stephen Curry,G,10,GSW,Golden State Warriors,18447322,2026-01-05,0.127,98.7,0.3,18.8,6.0,105.9,0.1,0.478,4.1,110.0,0.024,0.056,0.536,3.1,0.317
6894334,56677858,Brandin,Podziemski,Brandin Podziemski,G,10,GSW,Golden State Warriors,18447322,2026-01-05,0.074,93.44,0.0,0.0,0.0,111.8,0.143,0.5,-13.7,98.1,0.033,0.078,0.51,0.0,0.1
6894335,2189,Gary,Payton II,Gary Payton II,,10,GSW,Golden State Warriors,18447322,2026-01-05,0.246,95.06,0.4,16.7,0.0,126.7,0.308,0.7,-23.4,103.2,0.056,0.161,0.67,0.0,0.27
6894336,56677799,Trayce,Jackson-Davis,Trayce Jackson-Davis,F,10,GSW,Golden State Warriors,18447322,2026-01-05,-0.077,98.06,0.0,0.0,0.0,155.6,0.333,0.0,-85.6,70.0,0.125,0.182,0.0,0.0,0.077
6894337,313,De'Anthony,Melton,De'Anthony Melton,G,10,GSW,Golden State Warriors,18447322,2026-01-05,0.005,98.34,0.071,10.0,0.5,109.8,0.087,0.357,0.2,110.0,0.0,0.039,0.357,20.0,0.158
6894338,1057395872,Will,Richard,Will Richard,G,10,GSW,Golden State Warriors,18447322,2026-01-05,0.022,104.31,0.286,50.0,0.0,118.2,0.125,0.0,-30.7,87.5,0.0,0.042,0.0,0.0,0.069
6894339,219,Al,Horford,Al Horford,C-F,10,GSW,Golden State Warriors,18447322,2026-01-05,0.059,102.5,0.0,0.0,0.0,115.6,0.385,0.188,-49.9,65.7,0.0,0.139,0.282,0.0,0.225
6894340,57875092,Gui,Santos,Gui Santos,F,10,GSW,Golden State Warriors,18447322,2026-01-05,0.103,88.33,0.111,20.0,0.0,119.0,0.111,0.833,53.7,172.7,0.111,0.111,0.773,0.0,0.154
6894341,210,Buddy,Hield,Buddy Hield,G,10,GSW,Golden State Warriors,18447322,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894342,17553979,Jonathan,Kuminga,Jonathan Kuminga,F,10,GSW,Golden State Warriors,18447322,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894343,795959473,Pat,Spencer,Pat Spencer,G,10,GSW,Golden State Warriors,18447322,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894344,274,Kawhi,Leonard,Kawhi Leonard,F,13,LAC,LA Clippers,18447322,2026-01-05,0.145,99.48,0.238,13.5,1.0,93.8,0.204,0.4,12.7,106.4,0.03,0.138,0.448,13.5,0.372
6894345,101,John,Collins,John Collins,F-C,13,LAC,LA Clippers,18447322,2026-01-05,0.071,97.58,0.043,6.3,0.33,115.0,0.089,0.708,-8.7,106.3,0.0,0.051,0.676,18.8,0.17
6894346,493,Ivica,Zubac,Ivica Zubac,C,13,LAC,LA Clippers,18447322,2026-01-05,0.101,99.19,0.125,25.0,1.5,114.5,0.175,0.333,-8.6,105.9,0.154,0.167,0.767,16.7,0.118
6894347,1057396055,Kobe,Sanders,Kobe Sanders,G,13,LAC,LA Clippers,18447322,2026-01-05,0.132,99.87,0.158,13.6,1.0,88.0,0.143,0.625,12.0,100.0,0.0,0.086,0.625,13.6,0.235
6894348,139,Kris,Dunn,Kris Dunn,G,13,LAC,LA Clippers,18447322,2026-01-05,0.103,98.36,0.316,31.6,1.5,120.6,0.073,0.857,-14.7,105.9,0.0,0.045,0.913,21.1,0.173
6894349,283,Brook,Lopez,Brook Lopez,C,13,LAC,LA Clippers,18447322,2026-01-05,0.057,98.59,0.25,42.9,0.0,76.7,0.143,0.0,23.3,100.0,0.0,0.083,0.0,0.0,0.121
6894350,56677856,Jordan,Miller,Jordan Miller,G,13,LAC,LA Clippers,18447322,2026-01-05,0.107,97.96,0.188,25.0,1.5,95.6,0.154,0.583,22.2,117.8,0.059,0.116,0.654,16.7,0.188
6894351,33,Nicolas,Batum,Nicolas Batum,F-G,13,LAC,LA Clippers,18447322,2026-01-05,0.066,96.09,0.071,16.7,1.0,102.0,0.103,0.75,-2.0,100.0,0.0,0.058,0.75,16.7,0.096
6894352,56677849,Kobe,Brown,Kobe Brown,F,13,LAC,LA Clippers,18447322,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894353,1028035215,Cam,Christie,Cam Christie,G,13,LAC,LA Clippers,18447322,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894354,1057279105,Yanic Konan,Niederhauser,Yanic Konan Niederhauser,C,13,LAC,LA Clippers,18447322,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894355,38017691,TyTy,Washington Jr.,TyTy Washington Jr.,G,13,LAC,LA Clippers,18447322,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894356,338,Svi,Mykhailiuk,Svi Mykhailiuk,G,29,UTA,Utah Jazz,18447323,2026-01-05,0.009,100.72,0.0,0.0,0.0,138.1,0.043,0.444,-31.0,107.1,0.0,0.024,0.444,0.0,0.2
6894357,297,Lauri,Markkanen,Lauri Markkanen,F,29,UTA,Utah Jazz,18447323,2026-01-05,0.099,101.61,0.211,14.8,0.8,140.3,0.097,0.559,-34.3,106.0,0.031,0.063,0.6,18.5,0.303
6894358,349,Jusuf,Nurkic,Jusuf Nurkic,C,29,UTA,Utah Jazz,18447323,2026-01-05,0.175,105.19,0.238,27.8,5.0,126.5,0.156,0.833,-13.0,113.4,0.206,0.182,0.844,5.6,0.167
6894359,56677842,Brice,Sensabaugh,Brice Sensabaugh,F,29,UTA,Utah Jazz,18447323,2026-01-05,0.046,101.27,0.235,22.2,1.33,135.4,0.08,0.364,-25.0,110.4,0.125,0.102,0.364,16.7,0.25
6894360,56677834,Keyonte,George,Keyonte George,G,29,UTA,Utah Jazz,18447323,2026-01-05,0.055,106.04,0.167,18.2,1.0,140.3,0.129,0.458,-37.5,102.7,0.0,0.059,0.545,18.2,0.222
6894361,56677824,Taylor,Hendricks,Taylor Hendricks,F,29,UTA,Utah Jazz,18447323,2026-01-05,0.076,102.39,0.071,16.7,1.0,145.0,0.25,0.875,-29.6,115.4,0.091,0.147,0.875,16.7,0.111
6894362,1028035794,Kyle,Filipowski,Kyle Filipowski,C,29,UTA,Utah Jazz,18447323,2026-01-05,0.16,94.96,0.143,18.2,0.0,137.5,0.294,0.688,-9.3,128.2,0.0,0.147,0.697,0.0,0.205
6894363,1028025362,Isaiah,Collier,Isaiah Collier,G,29,UTA,Utah Jazz,18447323,2026-01-05,0.112,96.54,0.296,53.3,0.0,131.7,0.12,0.75,-1.7,130.0,0.0,0.059,0.753,0.0,0.1
6894364,1028029291,Cody,Williams,Cody Williams,F,29,UTA,Utah Jazz,18447323,2026-01-05,0.053,103.19,0.056,10.0,0.0,120.5,0.059,0.444,6.8,127.3,0.045,0.051,0.444,0.0,0.17
6894365,1057271583,Walter,Clayton Jr.,Walter Clayton Jr.,G,29,UTA,Utah Jazz,18447323,2026-01-05,0.05,109.23,0.25,30.0,3.0,120.0,0.083,0.417,0.0,120.0,0.0,0.034,0.417,10.0,0.194
6894366,12,Kyle,Anderson,Kyle Anderson,F,29,UTA,Utah Jazz,18447323,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894367,56677778,Oscar,Tshiebwe,Oscar Tshiebwe,F-C,29,UTA,Utah Jazz,18447323,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894368,56677791,Kris,Murray,Kris Murray,F,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.081,105.28,0.077,16.7,0.0,101.7,0.033,0.375,40.6,142.4,0.077,0.054,0.512,0.0,0.145
6894369,56677850,Toumani,Camara,Toumani Camara,F,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.051,104.09,0.1,15.8,1.0,118.4,0.061,0.5,8.9,127.3,0.056,0.058,0.563,15.8,0.178
6894370,1028025344,Donovan,Clingan,Donovan Clingan,C,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.108,103.12,0.074,13.3,0.5,114.1,0.333,0.667,15.5,129.6,0.143,0.239,0.667,26.7,0.155
6894371,38017690,Shaedon,Sharpe,Shaedon Sharpe,G,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.197,98.34,0.368,25.0,7.0,110.7,0.111,0.711,41.1,151.8,0.074,0.093,0.729,3.6,0.313
6894372,3547242,Deni,Avdija,Deni Avdija,F,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.223,106.75,0.429,26.5,4.5,103.1,0.242,0.632,39.8,142.9,0.0,0.127,0.705,5.9,0.347
6894373,56677817,Sidy,Cissoko,Sidy Cissoko,G,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.111,99.9,0.111,20.0,0.0,126.4,0.0,0.875,-7.5,118.9,0.0,0.0,0.875,0.0,0.138
6894374,476,Robert,Williams III,Robert Williams III,C-F,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.07,100.6,0.154,66.7,0.0,123.1,0.083,1.0,15.4,138.5,0.1,0.091,1.0,0.0,0.036
6894375,1057847330,Caleb,Love,Caleb Love,G,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.092,103.29,0.167,22.2,1.33,113.6,0.094,0.636,19.8,133.3,0.0,0.058,0.636,16.7,0.215
6894376,56677829,Rayan,Rupert,Rayan Rupert,G-F,25,POR,Portland Trail Blazers,18447323,2026-01-05,-0.012,97.78,0.067,16.7,0.0,136.8,0.0,0.4,-21.5,115.4,0.111,0.051,0.4,0.0,0.109
6894377,1057275769,Hansen,Yang,Hansen Yang,C,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.444,85.97,0.0,0.0,0.0,100.0,0.0,1.0,50.0,150.0,0.0,0.0,1.064,0.0,0.5
6894378,56783340,Duop,Reath,Duop Reath,C,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.111,85.97,0.0,0.0,0.0,100.0,1.0,0.0,50.0,150.0,0.0,1.0,0.0,0.0,0.0
6894379,182,Jerami,Grant,Jerami Grant,F,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894380,56677747,Scoot,Henderson,Scoot Henderson,G,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894381,214,Jrue,Holiday,Jrue Holiday,G,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894382,666923,Matisse,Thybulle,Matisse Thybulle,G-F,25,POR,Portland Trail Blazers,18447323,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6899686,666940,Dean,Wade,Dean Wade,F,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.049,102.65,0.0,0.0,0.0,111.1,0.083,0.75,-11.1,100.0,0.0,0.048,0.75,33.3,0.158
6899687,17896076,Evan,Mobley,Evan Mobley,F-C,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.117,106.52,0.185,19.2,1.25,107.5,0.114,0.5,1.5,109.0,0.032,0.08,0.563,15.4,0.244
6899688,9,Jarrett,Allen,Jarrett Allen,C,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.136,104.12,0.143,18.2,2.0,112.2,0.231,0.615,7.3,119.4,0.103,0.176,0.607,9.1,0.225
6899689,3547299,Sam,Merrill,Sam Merrill,G,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.102,106.88,0.077,12.5,2.0,104.2,0.071,0.75,10.3,114.5,0.036,0.057,0.738,6.3,0.184
6899690,666581,Darius,Garland,Darius Garland,G,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.166,104.13,0.3,20.7,0.0,111.1,0.053,0.63,3.0,114.1,0.0,0.029,0.63,0.0,0.291
6899691,666656,De'Andre,Hunter,De'Andre Hunter,F,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.092,102.64,0.125,11.8,0.4,110.9,0.368,0.556,1.9,112.8,0.125,0.257,0.607,29.4,0.288
6899692,1028028993,Jaylon,Tyson,Jaylon Tyson,G-F,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.038,104.81,0.154,50.0,4.0,116.7,0.074,0.5,-8.3,108.3,0.0,0.04,0.521,12.5,0.061
6899693,56677872,Craig,Porter,Craig Porter,G,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.125,108.96,0.333,45.0,2.25,109.5,0.25,0.583,9.2,118.8,0.091,0.18,0.581,20.0,0.151
6899694,1042560902,Nae'Qwan,Tomlin,Nae'Qwan Tomlin,F,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.056,105.34,0.05,14.3,1.0,102.2,0.095,0.7,24.5,126.7,0.059,0.079,0.7,14.3,0.113
6899695,27,Lonzo,Ball,Lonzo Ball,G,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6899696,74,Thomas,Bryant,Thomas Bryant,C,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6899697,1057395754,Tyrese,Proctor,Tyrese Proctor,G,6,CLE,Cleveland Cavaliers,18447324,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6899698,1028035897,Johnny,Furphy,Johnny Furphy,G,12,IND,Indiana Pacers,18447324,2026-01-06,0.112,105.43,0.074,25.0,0.0,115.4,0.296,0.75,-2.3,113.0,0.091,0.183,0.75,0.0,0.077
6899699,416,Pascal,Siakam,Pascal Siakam,F,12,IND,Indiana Pacers,18447324,2026-01-06,0.08,103.4,0.13,10.3,1.5,113.5,0.1,0.391,-5.5,108.0,0.026,0.058,0.437,6.9,0.31
6899700,17896103,Jay,Huff,Jay Huff,F-C,12,IND,Indiana Pacers,18447324,2026-01-06,0.104,101.64,0.095,14.3,2.0,128.1,0.036,0.9,-25.1,103.0,0.029,0.032,0.919,7.1,0.164
6899701,3547250,Aaron,Nesmith,Aaron Nesmith,G-F,12,IND,Indiana Pacers,18447324,2026-01-06,0.065,107.31,0.143,16.7,2.0,115.3,0.207,0.382,4.5,119.7,0.049,0.114,0.391,8.3,0.225
6899702,38017507,Andrew,Nembhard,Andrew Nembhard,G-F,12,IND,Indiana Pacers,18447324,2026-01-06,0.114,103.95,0.478,39.3,3.67,115.4,0.034,0.542,-3.4,111.9,0.0,0.016,0.545,10.7,0.224
6899703,56677861,Ben,Sheppard,Ben Sheppard,G,12,IND,Indiana Pacers,18447324,2026-01-06,0.074,106.36,0.091,20.0,1.0,111.9,0.056,1.0,-18.7,93.2,0.0,0.026,1.0,20.0,0.085
6899704,56677832,Jarace,Walker,Jarace Walker,F,12,IND,Indiana Pacers,18447324,2026-01-06,0.138,110.04,0.3,30.0,0.0,115.4,0.154,0.714,-17.8,97.6,0.0,0.063,0.714,0.0,0.152
6899705,304,T.J.,McConnell,T.J. McConnell,G,12,IND,Indiana Pacers,18447324,2026-01-06,0.107,108.2,0.545,37.5,3.0,115.4,0.0,0.438,-12.9,102.5,0.0,0.0,0.438,12.5,0.227
6899706,19465584,Micah,Potter,Micah Potter,F,12,IND,Indiana Pacers,18447324,2026-01-06,0.13,115.12,0.0,0.0,0.0,95.0,0.154,0.75,16.6,111.6,0.0,0.061,0.828,0.0,0.143
6899707,17896117,Ethan,Thompson,Ethan Thompson,G,12,IND,Indiana Pacers,18447324,2026-01-06,0.026,120.85,0.0,0.0,0.0,123.8,0.167,0.333,-54.2,69.6,0.0,0.063,0.333,0.0,0.125
6899708,44477085,Quenton,Jackson,Quenton Jackson,G,12,IND,Indiana Pacers,18447324,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6899709,1057389374,Kam,Jones,Kam Jones,G,12,IND,Indiana Pacers,18447324,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6899710,38017683,Paolo,Banchero,Paolo Banchero,F,22,ORL,Orlando Magic,18447325,2026-01-06,0.074,107.61,0.25,20.0,1.0,132.7,0.19,0.55,-40.0,92.7,0.0,0.095,0.574,20.0,0.271
6899711,1028025497,Tristan,Da Silva,Tristan Da Silva,F,22,ORL,Orlando Magic,18447325,2026-01-06,0.089,106.46,0.083,8.3,0.5,143.8,0.0,0.722,-58.0,85.7,0.056,0.029,0.722,16.7,0.212
6899712,85,Wendell,Carter Jr.,Wendell Carter Jr.,F,22,ORL,Orlando Magic,18447325,2026-01-06,0.029,110.39,0.214,30.0,3.0,128.9,0.261,0.167,-42.2,86.7,0.053,0.167,0.167,10.0,0.146
6899713,3547287,Desmond,Bane,Desmond Bane,G,22,ORL,Orlando Magic,18447325,2026-01-06,0.091,109.75,0.214,16.7,0.75,114.3,0.074,0.688,-14.3,100.0,0.0,0.043,0.705,22.2,0.268
6899714,56677827,Anthony,Black,Anthony Black,G,22,ORL,Orlando Magic,18447325,2026-01-06,0.015,105.37,0.286,22.2,1.0,135.6,0.25,0.3,-42.2,93.3,0.0,0.128,0.3,22.2,0.286
6899715,666442,Goga,Bitadze,Goga Bitadze,C,22,ORL,Orlando Magic,18447325,2026-01-06,0.076,99.64,0.0,0.0,0.0,116.3,0.125,0.714,-11.4,104.9,0.15,0.139,0.714,0.0,0.149
6899716,1057385481,Noah,Penda,Noah Penda,G-F,22,ORL,Orlando Magic,18447325,2026-01-06,0.098,104.39,0.095,15.4,1.0,103.4,0.125,0.643,11.8,115.3,0.029,0.069,0.571,15.4,0.155
6899717,1057279571,Jase,Richardson,Jase Richardson,G,22,ORL,Orlando Magic,18447325,2026-01-06,0.188,108.33,0.176,16.7,1.5,86.4,0.059,0.708,32.9,119.3,0.029,0.044,0.751,11.1,0.221
6899718,249,Tyus,Jones,Tyus Jones,G,22,ORL,Orlando Magic,18447325,2026-01-06,0.057,108.22,0.208,41.7,0.0,95.2,0.1,0.214,17.7,112.9,0.0,0.047,0.214,0.0,0.095
6899719,229,Jonathan,Isaac,Jonathan Isaac,F,22,ORL,Orlando Magic,18447325,2026-01-06,0.325,118.64,0.0,0.0,0.0,75.9,0.294,0.667,41.4,117.2,0.167,0.229,0.699,0.0,0.162
6899720,56677839,Jett,Howard,Jett Howard,G,22,ORL,Orlando Magic,18447325,2026-01-06,0.092,105.37,0.188,20.0,0.0,76.5,0.158,0.3,63.5,140.0,0.125,0.14,0.41,0.0,0.261
6899721,38017734,Jamal,Cain,Jamal Cain,F,22,ORL,Orlando Magic,18447325,2026-01-06,0.0,90.0,0.0,0.0,0.0,175.0,0.0,0.0,-125.0,50.0,0.0,0.0,0.0,0.0,0.0
6899722,1057262985,Tre,Johnson,Tre Johnson,G,30,WAS,Washington Wizards,18447325,2026-01-06,0.038,110.03,0.238,33.3,2.5,96.2,0.111,0.286,33.3,129.4,0.0,0.051,0.381,13.3,0.179
6899723,315,Khris,Middleton,Khris Middleton,F,30,WAS,Washington Wizards,18447325,2026-01-06,0.091,105.37,0.2,16.7,1.5,93.9,0.174,0.25,16.1,110.0,0.115,0.143,0.435,11.1,0.259
6899724,1028028405,Alexandre,Sarr,Alexandre Sarr,C,30,WAS,Washington Wizards,18447325,2026-01-06,0.213,100.92,0.111,10.0,2.0,89.1,0.171,0.571,32.1,121.2,0.03,0.103,0.673,5.0,0.234
6899725,56677844,Bilal,Coulibaly,Bilal Coulibaly,G,30,WAS,Washington Wizards,18447325,2026-01-06,0.129,102.91,0.125,18.8,1.5,89.0,0.135,0.563,31.5,120.5,0.088,0.113,0.658,12.5,0.153
6899726,303,CJ,McCollum,CJ McCollum,G,30,WAS,Washington Wizards,18447325,2026-01-06,0.145,103.76,0.25,18.5,2.5,101.2,0.093,0.658,16.9,118.1,0.051,0.073,0.679,7.4,0.229
6899727,17896039,Justin,Champagnie,Justin Champagnie,F,30,WAS,Washington Wizards,18447325,2026-01-06,0.163,104.94,0.214,25.0,3.0,100.0,0.042,1.143,22.9,122.9,0.095,0.067,1.079,8.3,0.17
6899728,1028025235,Carlton,Carrington,Carlton Carrington,G,30,WAS,Washington Wizards,18447325,2026-01-06,0.076,106.06,0.222,28.6,4.0,111.9,0.122,0.333,-17.7,94.3,0.0,0.065,0.333,7.1,0.125
