stat_id,player_id,player_first_name,player_last_name,player_name,player_position,team_id,team_abbr,team_name,game_id,game_date,pie,pace,assist_percentage,assist_ratio,assist_to_turnover,defensive_rating,defensive_rebound_percentage,effective_field_goal_percentage,net_rating,offensive_rating,offensive_rebound_percentage,rebound_percentage,true_shooting_percentage,turnover_ratio,usage_percentage
6873494,140,Kevin,Durant,Kevin Durant,F,11,HOU,Houston Rockets,18447285,2026-01-01,0.144,93.24,0.393,33.3,1.83,115.7,0.119,0.6,12.1,127.8,0.0,0.076,0.656,18.2,0.278
6873495,38017684,Jabari,Smith Jr.,Jabari Smith Jr.,F,11,HOU,Houston Rockets,18447285,2026-01-01,0.07,95.56,0.034,6.7,1.0,100.0,0.121,0.5,30.3,130.3,0.08,0.103,0.543,6.7,0.184
6873496,17896062,Alperen,Sengun,Alperen Sengun,F-C,11,HOU,Houston Rockets,18447285,2026-01-01,0.159,91.25,0.207,27.3,6.0,101.6,0.129,0.667,46.9,148.4,0.095,0.115,0.683,4.5,0.222
6873497,38017695,Tari,Eason,Tari Eason,F,11,HOU,Houston Rockets,18447285,2026-01-01,0.163,99.12,0.0,0.0,0.0,110.9,0.28,1.0,35.8,146.7,0.222,0.265,0.952,11.1,0.188
6873498,56677825,Amen,Thompson,Amen Thompson,G-F,11,HOU,Houston Rockets,18447285,2026-01-01,0.183,90.97,0.125,18.8,3.0,106.5,0.069,0.917,32.9,139.3,0.08,0.074,0.924,6.3,0.183
6873499,1028028519,Reed,Sheppard,Reed Sheppard,G,11,HOU,Houston Rockets,18447285,2026-01-01,0.093,88.06,0.048,7.1,1.0,112.3,0.034,0.545,-1.9,110.3,0.034,0.034,0.568,7.1,0.191
6873500,3547301,Jae'Sean,Tate,Jae'Sean Tate,F,11,HOU,Houston Rockets,18447285,2026-01-01,0.188,93.05,0.167,20.0,0.0,90.0,0.083,0.5,5.5,95.5,0.273,0.174,0.5,0.0,0.154
6873501,158,Dorian,Finney-Smith,Dorian Finney-Smith,F,11,HOU,Houston Rockets,18447285,2026-01-01,0.01,84.8,0.071,25.0,1.0,111.1,0.222,0.0,18.5,129.6,0.077,0.136,0.0,25.0,0.097
6873502,356,Josh,Okogie,Josh Okogie,G,11,HOU,Houston Rockets,18447285,2026-01-01,0.074,84.81,0.143,22.2,1.0,114.3,0.25,0.5,1.5,115.8,0.0,0.132,0.5,22.2,0.159
6873503,213,Aaron,Holiday,Aaron Holiday,G,11,HOU,Houston Rockets,18447285,2026-01-01,0.375,79.6,0.5,33.3,0.0,40.0,0.0,0.75,76.7,116.7,0.0,0.0,0.75,0.0,0.25
6873504,38017707,JD,Davison,JD Davison,G,11,HOU,Houston Rockets,18447285,2026-01-01,0.364,81.82,0.5,100.0,0.0,0.0,0.5,0.0,166.7,166.7,0.0,0.333,0.0,0.0,0.0
6873505,3,Steven,Adams,Steven Adams,C,11,HOU,Houston Rockets,18447285,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6873506,83,Clint,Capela,Clint Capela,C,11,HOU,Houston Rockets,18447285,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6873507,188,Jeff,Green,Jeff Green,F,11,HOU,Houston Rockets,18447285,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6873508,17896027,Ziaire,Williams,Ziaire Williams,G-F,3,BKN,Brooklyn Nets,18447285,2026-01-01,0.144,91.06,0.0,0.0,0.0,133.3,0.048,0.667,-33.3,100.0,0.033,0.039,0.771,0.0,0.155
6873509,56677843,Noah,Clowney,Noah Clowney,F,3,BKN,Brooklyn Nets,18447285,2026-01-01,-0.015,90.23,0.0,0.0,0.0,134.7,0.0,0.444,-36.8,97.9,0.043,0.022,0.455,21.4,0.269
6873510,666508,Nicolas,Claxton,Nicolas Claxton,F-C,3,BKN,Brooklyn Nets,18447285,2026-01-01,0.123,93.13,0.182,15.4,0.0,131.9,0.263,0.5,-38.4,93.5,0.103,0.167,0.486,0.0,0.208
6873511,1057280779,Danny,Wolf,Danny Wolf,F-C,3,BKN,Brooklyn Nets,18447285,2026-01-01,0.072,95.07,0.294,31.3,5.0,137.3,0.158,0.45,-37.3,100.0,0.029,0.075,0.45,6.3,0.172
6873512,1057279425,Drake,Powell,Drake Powell,F,3,BKN,Brooklyn Nets,18447285,2026-01-01,-0.016,91.96,0.071,7.7,0.5,151.0,0.0,0.389,-48.9,102.1,0.0,0.0,0.388,15.4,0.231
6873513,17896048,Cam,Thomas,Cam Thomas,G,3,BKN,Brooklyn Nets,18447285,2026-01-01,0.15,88.88,0.125,5.3,0.25,109.5,0.05,0.731,4.8,114.3,0.0,0.025,0.711,21.1,0.36
6873514,1057275262,Nolan,Traoré,Nolan Traoré,G,3,BKN,Brooklyn Nets,18447285,2026-01-01,-0.057,92.28,0.105,16.7,1.0,109.6,0.0,0.188,6.7,116.3,0.0,0.0,0.188,16.7,0.172
6873515,17896038,Day'Ron,Sharpe,Day'Ron Sharpe,C,3,BKN,Brooklyn Nets,18447285,2026-01-01,0.313,88.83,0.7,53.8,0.0,119.4,0.333,0.667,-2.3,117.1,0.231,0.286,0.667,0.0,0.154
6873516,56677722,Jalen,Wilson,Jalen Wilson,F,3,BKN,Brooklyn Nets,18447285,2026-01-01,0.073,89.2,0.0,0.0,0.0,130.2,0.133,0.75,-10.7,119.5,0.056,0.091,0.862,0.0,0.109
6873517,38017722,Tyrese,Martin,Tyrese Martin,G,3,BKN,Brooklyn Nets,18447285,2026-01-01,0.0,89.25,0.0,0.0,0.0,138.2,0.0,0.5,-23.1,115.2,0.0,0.0,0.5,25.0,0.105
6873518,1057266813,Egor,Demin,Egor Demin,G,3,BKN,Brooklyn Nets,18447285,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6873519,666743,Terance,Mann,Terance Mann,G,3,BKN,Brooklyn Nets,18447285,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874056,475,Andrew,Wiggins,Andrew Wiggins,F-G,16,MIA,Miami Heat,18447286,2026-01-01,0.051,107.37,0.063,4.2,0.5,104.3,0.074,0.375,-14.1,90.1,0.128,0.108,0.407,8.3,0.256
6874057,4,Bam,Adebayo,Bam Adebayo,C-F,16,MIA,Miami Heat,18447286,2026-01-01,0.119,108.02,0.0,0.0,0.0,97.3,0.379,0.393,23.0,120.3,0.077,0.206,0.476,5.9,0.189
6874058,1028029127,Kel'el,Ware,Kel'el Ware,C,16,MIA,Miami Heat,18447286,2026-01-01,0.108,107.25,0.0,0.0,0.0,98.4,0.385,0.167,0.0,98.4,0.075,0.197,0.291,12.5,0.101
6874059,380,Norman,Powell,Norman Powell,F-G,16,MIA,Miami Heat,18447286,2026-01-01,0.164,108.64,0.111,6.7,0.67,100.0,0.033,0.674,3.8,103.8,0.022,0.026,0.714,10.0,0.286
6874060,17553994,Davion,Mitchell,Davion Mitchell,G,16,MIA,Miami Heat,18447286,2026-01-01,0.079,106.67,0.423,47.8,2.2,106.8,0.0,0.571,1.2,108.0,0.023,0.014,0.571,21.7,0.13
6874061,56677785,Jaime,Jaquez Jr.,Jaime Jaquez Jr.,G,16,MIA,Miami Heat,18447286,2026-01-01,0.14,112.13,0.25,25.0,2.5,116.2,0.111,0.75,-2.1,114.1,0.0,0.058,0.713,10.0,0.192
6874062,38017696,Nikola,Jovic,Nikola Jovic,F,16,MIA,Miami Heat,18447286,2026-01-01,0.046,108.45,0.263,27.8,2.5,111.3,0.208,0.15,-13.1,98.2,0.0,0.102,0.23,11.1,0.21
6874063,19465585,Dru,Smith,Dru Smith,G,16,MIA,Miami Heat,18447286,2026-01-01,0.116,117.55,0.091,14.3,1.0,97.1,0.0,0.875,2.9,100.0,0.0,0.0,0.922,14.3,0.143
6874064,1057272939,Kasparas,Jakučionis,Kasparas Jakučionis,G,16,MIA,Miami Heat,18447286,2026-01-01,-0.037,119.64,0.0,0.0,0.0,64.3,0.0,0.0,78.6,142.9,0.0,0.0,0.0,0.0,0.0
6874065,38017739,Simone,Fontecchio,Simone Fontecchio,F,16,MIA,Miami Heat,18447286,2026-01-01,0.125,113.39,0.0,0.0,0.0,120.0,0.4,0.833,26.7,146.7,0.25,0.333,0.833,25.0,0.25
6874066,1057846109,Myron,Gardner,Myron Gardner,F,16,MIA,Miami Heat,18447286,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874067,1028125584,Keshad,Johnson,Keshad Johnson,F,16,MIA,Miami Heat,18447286,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874068,56677826,Ausar,Thompson,Ausar Thompson,G-F,9,DET,Detroit Pistons,18447286,2026-01-01,0.086,104.67,0.133,15.4,1.0,107.5,0.05,0.625,-16.7,90.8,0.0,0.031,0.644,15.4,0.164
6874069,3547267,Isaiah,Stewart,Isaiah Stewart,F-C,9,DET,Detroit Pistons,18447286,2026-01-01,0.036,112.89,0.095,20.0,1.0,100.0,0.095,0.5,-4.2,95.8,0.0,0.056,0.51,20.0,0.105
6874070,38017694,Jalen,Duren,Jalen Duren,C,9,DET,Detroit Pistons,18447286,2026-01-01,0.119,105.97,0.0,0.0,0.0,126.8,0.238,0.5,-39.3,87.5,0.0,0.125,0.5,7.7,0.317
6874071,397,Duncan,Robinson,Duncan Robinson,F,9,DET,Detroit Pistons,18447286,2026-01-01,0.07,109.83,0.154,18.2,2.0,117.4,0.083,0.5,-23.8,93.6,0.0,0.048,0.571,9.1,0.188
6874072,17896075,Cade,Cunningham,Cade Cunningham,G-F,9,DET,Detroit Pistons,18447286,2026-01-01,0.187,110.34,0.423,25.6,1.57,101.1,0.137,0.438,6.6,107.7,0.029,0.093,0.648,16.3,0.327
6874073,666604,Javonte,Green,Javonte Green,G-F,9,DET,Detroit Pistons,18447286,2026-01-01,0.073,113.68,0.05,10.0,1.0,111.3,0.069,0.643,-3.2,108.1,0.0,0.038,0.698,10.0,0.13
6874074,38017682,Jaden,Ivey,Jaden Ivey,G,9,DET,Detroit Pistons,18447286,2026-01-01,0.022,106.54,0.188,37.5,3.0,114.6,0.048,0.25,-10.3,104.3,0.0,0.024,0.25,12.5,0.096
6874075,1028026508,Ronald,Holland II,Ronald Holland II,F,9,DET,Detroit Pistons,18447286,2026-01-01,-0.029,115.23,0.083,10.0,0.5,97.7,0.158,0.143,7.2,104.9,0.091,0.122,0.143,20.0,0.191
6874076,56677792,Marcus,Sasser,Marcus Sasser,G,9,DET,Detroit Pistons,18447286,2026-01-01,0.176,107.45,0.154,13.3,1.0,105.5,0.115,0.8,4.2,109.6,0.053,0.089,0.827,13.3,0.224
6874077,3547270,Paul,Reed,Paul Reed,F,9,DET,Detroit Pistons,18447286,2026-01-01,0.244,105.22,0.111,14.3,1.0,96.3,0.417,1.0,48.1,144.4,0.222,0.333,0.922,14.3,0.182
6874078,1028240128,Daniss,Jenkins,Daniss Jenkins,,9,DET,Detroit Pistons,18447286,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874079,1057389625,Chaz,Lanier,Chaz Lanier,G,9,DET,Detroit Pistons,18447286,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874080,1028267166,Tolu,Smith,Tolu Smith,F,9,DET,Detroit Pistons,18447286,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874374,172,Paul,George,Paul George,F,23,PHI,Philadelphia 76ers,18447287,2026-01-01,0.064,101.47,0.071,10.0,0.4,95.8,0.162,0.455,31.8,127.5,0.038,0.111,0.549,25.0,0.243
6874375,38017730,Dominick,Barlow,Dominick Barlow,F,23,PHI,Philadelphia 76ers,18447287,2026-01-01,-0.012,104.16,0.0,0.0,0.0,112.2,0.059,0.5,-7.1,105.1,0.0,0.028,0.644,0.0,0.1
6874376,145,Joel,Embiid,Joel Embiid,F-C,23,PHI,Philadelphia 76ers,18447287,2026-01-01,0.13,103.91,0.25,21.4,3.0,98.7,0.103,0.5,15.9,114.7,0.0,0.056,0.545,7.1,0.278
6874377,1057261935,VJ,Edgecombe,VJ Edgecombe,G,23,PHI,Philadelphia 76ers,18447287,2026-01-01,0.145,101.34,0.069,11.8,0.0,109.4,0.068,0.75,7.7,117.1,0.059,0.064,0.751,0.0,0.172
6874378,3547254,Tyrese,Maxey,Tyrese Maxey,G,23,PHI,Philadelphia 76ers,18447287,2026-01-01,0.215,101.24,0.357,26.3,3.33,102.2,0.174,0.667,21.4,123.6,0.0,0.095,0.683,7.9,0.292
6874379,17895858,Quentin,Grimes,Quentin Grimes,G,23,PHI,Philadelphia 76ers,18447287,2026-01-01,0.147,102.9,0.059,18.2,0.0,102.4,0.143,1.056,24.4,126.8,0.0,0.084,1.056,0.0,0.1
6874380,38017711,Jabari,Walker,Jabari Walker,F,23,PHI,Philadelphia 76ers,18447287,2026-01-01,-0.1,109.57,0.0,0.0,0.0,120.0,0.0,0.0,-47.3,72.7,0.0,0.0,0.0,0.0,0.154
6874381,137,Andre,Drummond,Andre Drummond,C,23,PHI,Philadelphia 76ers,18447287,2026-01-01,0.031,106.4,0.0,0.0,0.0,126.7,0.333,0.5,-6.7,120.0,0.333,0.333,0.5,33.3,0.167
6874382,1028027372,Jared,McCain,Jared McCain,G,23,PHI,Philadelphia 76ers,18447287,2026-01-01,-0.016,109.58,0.0,0.0,0.0,96.9,0.167,0.2,28.1,125.0,0.0,0.094,0.2,0.0,0.139
6874383,1028034846,Adem,Bona,Adem Bona,F,23,PHI,Philadelphia 76ers,18447287,2026-01-01,0.094,99.08,0.0,0.0,0.0,106.3,0.3,0.5,65.2,171.4,0.25,0.286,0.5,0.0,0.133
6874384,1028214238,Justin,Edwards,Justin Edwards,F,23,PHI,Philadelphia 76ers,18447287,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874385,178,Eric,Gordon,Eric Gordon,G,23,PHI,Philadelphia 76ers,18447287,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874386,286,Kyle,Lowry,Kyle Lowry,G,23,PHI,Philadelphia 76ers,18447287,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874387,1057262088,Cooper,Flagg,Cooper Flagg,F,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.075,99.49,0.241,28.0,3.5,118.9,0.188,0.333,-7.4,111.5,0.026,0.1,0.378,8.0,0.196
6874388,666950,P.J.,Washington,P.J. Washington,F,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.09,103.79,0.04,11.1,0.0,126.0,0.167,0.583,-33.9,92.1,0.0,0.072,0.671,0.0,0.092
6874389,117,Anthony,Davis,Anthony Davis,F-C,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.051,100.12,0.077,10.5,0.67,122.4,0.152,0.462,-21.1,101.3,0.075,0.11,0.468,15.8,0.191
6874390,38017697,Max,Christie,Max Christie,G,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.083,94.18,0.1,11.1,1.0,128.6,0.042,0.615,-16.5,112.1,0.0,0.019,0.648,11.1,0.239
6874391,1057847894,Ryan,Nembhard,Ryan Nembhard,G,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.084,94.01,0.176,25.0,1.5,133.3,0.1,0.643,-14.7,118.6,0.0,0.054,0.643,16.7,0.184
6874392,3547293,Naji,Marshall,Naji Marshall,F,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.083,111.35,0.063,12.5,0.0,103.9,0.042,0.571,-0.1,103.8,0.0,0.019,0.605,0.0,0.115
6874393,443,Klay,Thompson,Klay Thompson,G,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.132,122.78,0.167,10.0,0.0,112.1,0.063,0.5,-38.6,73.5,0.048,0.054,0.5,0.0,0.231
6874394,24489167,Brandon,Williams,Brandon Williams,G,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.125,109.6,0.357,20.8,2.5,118.9,0.333,0.333,-22.5,96.4,0.032,0.143,0.418,8.3,0.297
6874395,666577,Daniel,Gafford,Daniel Gafford,F,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.194,112.6,0.0,0.0,0.0,115.4,0.4,0.6,-3.8,111.5,0.071,0.208,0.68,0.0,0.188
6874396,666747,Caleb,Martin,Caleb Martin,F,7,DAL,Dallas Mavericks,18447287,2026-01-01,-0.061,105.52,0.0,0.0,0.0,166.7,0.0,0.0,-116.7,50.0,0.0,0.0,0.0,0.0,0.0
6874397,38017679,Jaden,Hardy,Jaden Hardy,G,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.057,114.93,0.167,12.5,0.5,100.0,0.2,0.375,22.2,122.2,0.0,0.077,0.512,25.0,0.304
6874398,379,Dwight,Powell,Dwight Powell,F-C,7,DAL,Dallas Mavericks,18447287,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874475,56677864,Jordan,Walsh,Jordan Walsh,G,2,BOS,Boston Celtics,18447288,2026-01-01,0.0,84.71,0.0,0.0,0.0,188.9,0.2,0.0,-55.6,133.3,0.0,0.111,0.0,0.0,0.091
6874476,70,Jaylen,Brown,Jaylen Brown,G,2,BOS,Boston Celtics,18447288,2026-01-01,0.108,98.72,0.222,10.8,0.8,111.1,0.25,0.46,-1.3,109.9,0.029,0.143,0.516,13.5,0.407
6874477,17553967,Neemias,Queta,Neemias Queta,C,2,BOS,Boston Celtics,18447288,2026-01-01,0.149,97.7,0.0,0.0,0.0,115.2,0.217,0.833,-4.3,110.9,0.0,0.119,0.793,11.1,0.17
6874478,473,Derrick,White,Derrick White,G,2,BOS,Boston Celtics,18447288,2026-01-01,0.124,94.52,0.233,30.4,7.0,115.9,0.161,0.462,24.4,140.3,0.0,0.089,0.542,4.3,0.205
6874479,3547276,Payton,Pritchard,Payton Pritchard,G,2,BOS,Boston Celtics,18447288,2026-01-01,0.108,96.21,0.3,27.3,3.0,109.7,0.031,0.538,8.4,118.0,0.069,0.049,0.576,9.1,0.232
6874480,17896060,Sam,Hauser,Sam Hauser,F,2,BOS,Boston Celtics,18447288,2026-01-01,0.141,94.53,0.045,12.5,0.0,113.8,0.185,1.071,25.9,139.7,0.0,0.094,1.071,0.0,0.106
6874481,419,Anfernee,Simons,Anfernee Simons,G,2,BOS,Boston Celtics,18447288,2026-01-01,0.074,94.21,0.174,21.1,2.0,106.8,0.071,0.538,18.2,125.0,0.0,0.035,0.538,10.5,0.211
6874482,17896056,Luka,Garza,Luka Garza,C,2,BOS,Boston Celtics,18447288,2026-01-01,0.14,92.6,0.111,25.0,0.0,108.2,0.087,0.917,32.7,140.8,0.042,0.064,0.917,0.0,0.105
6874483,1057277425,Hugo,González,Hugo González,G,2,BOS,Boston Celtics,18447288,2026-01-01,0.089,97.3,0.053,33.3,0.0,89.2,0.294,0.75,50.3,139.5,0.067,0.188,0.75,0.0,0.043
6874484,1028028434,Baylor,Scheierman,Baylor Scheierman,G,2,BOS,Boston Celtics,18447288,2026-01-01,0.036,91.56,0.0,0.0,0.0,100.0,0.0,1.5,-6.3,93.8,0.0,0.0,1.5,50.0,0.111
6874485,58,Chris,Boucher,Chris Boucher,F,2,BOS,Boston Celtics,18447288,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874486,38017715,Josh,Minott,Josh Minott,F,2,BOS,Boston Celtics,18447288,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874487,3547285,Xavier,Tillman,Xavier Tillman,F,2,BOS,Boston Celtics,18447288,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874488,38017688,Keegan,Murray,Keegan Murray,F,26,SAC,Sacramento Kings,18447288,2026-01-01,0.039,96.51,0.148,23.5,0.0,114.7,0.128,0.269,-12.1,102.6,0.025,0.076,0.269,0.0,0.153
6874489,3547249,Precious,Achiuwa,Precious Achiuwa,F,26,SAC,Sacramento Kings,18447288,2026-01-01,0.148,101.91,0.143,15.4,2.0,120.0,0.158,0.667,-20.0,100.0,0.0,0.071,0.709,7.7,0.208
6874490,1057390745,Maxime,Raynaud,Maxime Raynaud,C,26,SAC,Sacramento Kings,18447288,2026-01-01,0.098,93.33,0.04,10.0,0.0,122.4,0.171,0.625,-7.7,114.7,0.057,0.114,0.676,0.0,0.12
6874491,125,DeMar,DeRozan,DeMar DeRozan,G,26,SAC,Sacramento Kings,18447288,2026-01-01,0.181,96.6,0.333,24.0,0.0,124.6,0.121,0.594,-20.4,104.3,0.028,0.072,0.671,0.0,0.25
6874492,472,Russell,Westbrook,Russell Westbrook,G,26,SAC,Sacramento Kings,18447288,2026-01-01,0.021,96.72,0.333,28.6,2.0,130.2,0.083,0.364,-28.3,101.9,0.037,0.059,0.421,14.3,0.259
6874493,1057276634,Nique,Clifford,Nique Clifford,G,26,SAC,Sacramento Kings,18447288,2026-01-01,0.0,93.19,0.071,25.0,1.0,140.6,0.0,0.0,-25.0,115.6,0.143,0.08,0.0,25.0,0.081
6874494,409,Dennis,Schroder,Dennis Schroder,G,26,SAC,Sacramento Kings,18447288,2026-01-01,0.165,94.62,0.467,33.3,3.5,122.2,0.111,0.708,-13.3,108.9,0.0,0.058,0.723,9.5,0.226
6874495,38017714,Keon,Ellis,Keon Ellis,G,26,SAC,Sacramento Kings,18447288,2026-01-01,0.088,92.56,0.067,7.7,1.0,123.1,0.045,0.75,-11.5,111.5,0.0,0.021,0.735,7.7,0.207
6874496,147,Drew,Eubanks,Drew Eubanks,F,26,SAC,Sacramento Kings,18447288,2026-01-01,0.065,95.77,0.0,0.0,0.0,178.6,0.0,1.0,-28.6,150.0,0.333,0.167,1.0,33.3,0.2
6874497,324,Malik,Monk,Malik Monk,G,26,SAC,Sacramento Kings,18447288,2026-01-01,-0.019,90.47,0.125,33.3,0.0,191.7,0.0,0.0,-16.7,175.0,0.0,0.0,0.0,0.0,0.154
6874498,1028025242,Devin,Carter,Devin Carter,G,26,SAC,Sacramento Kings,18447288,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874499,305,Doug,McDermott,Doug McDermott,F,26,SAC,Sacramento Kings,18447288,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874500,407,Dario,Saric,Dario Saric,F,26,SAC,Sacramento Kings,18447288,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874577,338,Svi,Mykhailiuk,Svi Mykhailiuk,G,29,UTA,Utah Jazz,18447289,2026-01-01,-0.006,96.54,0.083,10.0,0.0,127.7,0.042,0.278,-29.7,97.9,0.038,0.04,0.278,0.0,0.167
6874578,56677824,Taylor,Hendricks,Taylor Hendricks,F,29,UTA,Utah Jazz,18447289,2026-01-01,0.045,96.96,0.0,0.0,0.0,117.6,0.118,1.25,-26.7,90.9,0.0,0.071,1.25,50.0,0.121
6874579,1028035794,Kyle,Filipowski,Kyle Filipowski,C,29,UTA,Utah Jazz,18447289,2026-01-01,-0.088,94.59,0.053,5.6,0.25,126.3,0.156,0.154,-28.1,98.2,0.037,0.102,0.154,22.2,0.274
6874580,56677842,Brice,Sensabaugh,Brice Sensabaugh,F,29,UTA,Utah Jazz,18447289,2026-01-01,0.114,100.2,0.231,12.0,0.6,116.9,0.091,0.467,-24.4,92.5,0.0,0.048,0.54,20.0,0.306
6874581,1028025362,Isaiah,Collier,Isaiah Collier,G,29,UTA,Utah Jazz,18447289,2026-01-01,0.157,97.43,0.476,38.5,2.0,118.7,0.154,0.722,-20.0,98.7,0.0,0.086,0.714,19.2,0.198
6874582,1028029291,Cody,Williams,Cody Williams,F,29,UTA,Utah Jazz,18447289,2026-01-01,0.106,98.2,0.0,0.0,0.0,127.8,0.0,0.7,-16.5,111.3,0.0,0.0,0.738,0.0,0.194
6874583,12,Kyle,Anderson,Kyle Anderson,F,29,UTA,Utah Jazz,18447289,2026-01-01,0.22,103.83,0.056,6.3,0.5,98.5,0.147,0.8,8.7,107.2,0.094,0.121,0.841,12.5,0.19
6874584,56677778,Oscar,Tshiebwe,Oscar Tshiebwe,F-C,29,UTA,Utah Jazz,18447289,2026-01-01,0.045,100.65,0.077,20.0,0.0,125.8,0.235,0.25,-9.7,116.1,0.111,0.171,0.225,0.0,0.108
6874585,1057271583,Walter,Clayton Jr.,Walter Clayton Jr.,G,29,UTA,Utah Jazz,18447289,2026-01-01,0.086,101.67,0.12,27.3,0.0,121.9,0.061,0.417,-14.1,107.8,0.0,0.032,0.58,0.0,0.107
6874586,1057260888,Airious,Bailey,Airious Bailey,F,29,UTA,Utah Jazz,18447289,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874587,285,Kevin,Love,Kevin Love,F-C,29,UTA,Utah Jazz,18447289,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874588,349,Jusuf,Nurkic,Jusuf Nurkic,C,29,UTA,Utah Jazz,18447289,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874589,274,Kawhi,Leonard,Kawhi Leonard,F,13,LAC,LA Clippers,18447289,2026-01-01,0.275,96.08,0.214,7.7,1.0,105.1,0.175,0.655,11.6,116.7,0.0,0.086,0.683,7.7,0.4
6874590,101,John,Collins,John Collins,F-C,13,LAC,LA Clippers,18447289,2026-01-01,0.259,100.1,0.0,0.0,0.0,81.0,0.348,0.667,31.2,112.2,0.136,0.244,0.84,16.7,0.125
6874591,283,Brook,Lopez,Brook Lopez,C,13,LAC,LA Clippers,18447289,2026-01-01,-0.083,92.94,0.091,7.7,0.0,97.4,0.091,0.125,7.8,105.3,0.0,0.044,0.125,0.0,0.267
6874592,139,Kris,Dunn,Kris Dunn,G,13,LAC,LA Clippers,18447289,2026-01-01,0.0,97.58,0.143,28.6,2.0,116.0,0.0,0.25,-5.8,110.2,0.08,0.043,0.25,14.3,0.089
6874593,192,James,Harden,James Harden,G,13,LAC,LA Clippers,18447289,2026-01-01,0.163,99.71,0.412,25.9,7.0,110.0,0.08,0.393,8.3,118.3,0.033,0.055,0.531,3.7,0.278
6874594,247,Derrick,Jones Jr.,Derrick Jones Jr.,F-G,13,LAC,LA Clippers,18447289,2026-01-01,0.091,99.45,0.053,10.0,0.5,102.0,0.148,0.714,22.0,124.0,0.074,0.111,0.714,20.0,0.145
